sr_no,date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city_location,investors_name,investmentntype,amount_in_usd,remarks,year,funding_category
1961,,Icustommadeit,Ecommerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4200000.0,,,Medium
1962,,Tring,Consumer Internet,Instant Messaging App,Pune,Vishwadeep Bajaj & Others,Seed Funding,4200000.0,,,Medium
1963,,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,4200000.0,,,Medium
1964,,Timemytask,Consumer Internet,On-Demand home cleaning services,Mumbai,Lead Angels,Seed Funding,4200000.0,,,Medium
1965,,Gamezop,Technology,Mobile Gaming Platform,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,4200000.0,,,Medium
1966,,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,"Dr Nandish Domlur, Amit Sandill",Seed Funding,4200000.0,,,Medium
1967,,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,4200000.0,,,Medium
1968,,Avanti Learning,Education,Private Coaching Classes,New Delhi,Michael & Susan Dell Foundation,Private Equity,4200000.0,,,Medium
1969,,Bollant Industries,Technology,Eco-friendly consumer & packaging products,Hyderabad,Ratan Tata,Private Equity,4200000.0,,,Medium
1970,,Getvee,Consumer Internet,Matrimony & Couples only mobile platform,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,4200000.0,,,Medium
1971,,Healthkumbh,Consumer Internet,Health related Information portal,Ahmedabad,Undisclosed investor,Seed Funding,4200000.0,,,Medium
1972,,Unlaze,Consumer Internet,Social Networking app for outdoor interests,Gurgaon,"Sujal Shah, Dino Morea",Seed Funding,4200000.0,,,Medium
1973,,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,4200000.0,,,Medium
1974,,Careongo,Ecommerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,4200000.0,,,Medium
1975,,Ark Robot,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,4200000.0,,,Medium
1976,,Jaypore,Ecommerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,4200000.0,,,Medium
1977,,Finance Buddha,Consumer Internet,Online Loan Comparison & Discovery platform,Bangalore,Chennai Angels,Seed Funding,4200000.0,,,Medium
1978,,Almaconnect,Consumer Internet,Alumni social network,New Delhi,"Mohandas Pai, Varun Aggarwal",Seed Funding,4200000.0,,,Medium
1979,,Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurgaon,Purvi Ventures & Others,Seed Funding,4200000.0,,,Medium
1980,,Localramu,Consumer Internet,mobile based aggregator for local service providers,Bangalore,3 undisclosed investors,Seed Funding,4200000.0,,,Medium
1981,,Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding,4200000.0,,,Medium
1982,,Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,New Delhi,Lightspeed India,Private Equity,4200000.0,,,Medium
1983,,First Eat,Consumer Internet,Healthy Food Delivery platform,New Delhi,Undisclosed investor,Seed Funding,4200000.0,,,Medium
1984,,Sigtuple,Technology,Healthcare based Tech Solutions,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,4200000.0,,,Medium
1985,,Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,4200000.0,,,Medium
1986,,Styledotme,Consumer Internet,Mobile Fashion App,New Delhi,Indian Angel Network,Seed Funding,4200000.0,,,Medium
1987,,Newslaundry,Consumer Internet,Independent News Media Portal,New Delhi,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,4200000.0,,,Medium
